,X,Y,nom_lieu,insee,com_lieu,Type,Type_détaillé,geometry,0
0,2.3155634,48.8653473997257,AKRAM,75056,Paris,carpool,Aire de covoiturage,POINT (2.3155634 48.8653473997257),12389
0,2.3155634,48.8653473997257,AKRAM,75056,Paris,carpool,Aire de covoiturage,POINT (2.3155634 48.8653473997257),12514
0,2.3155634,48.8653473997257,AKRAM,75056,Paris,carpool,Aire de covoiturage,POINT (2.3155634 48.8653473997257),12515
0,2.3155634,48.8653473997257,AKRAM,75056,Paris,carpool,Aire de covoiturage,POINT (2.3155634 48.8653473997257),12641
1,2.8239211,48.8476068997301,Bailly-Romainvilliers Mairie,77018,Bailly-Romainvilliers,carpool,Aire de covoiturage,POINT (2.8239211 48.8476068997301),19572
1,2.8239211,48.8476068997301,Bailly-Romainvilliers Mairie,77018,Bailly-Romainvilliers,carpool,Aire de covoiturage,POINT (2.8239211 48.8476068997301),19573
1,2.8239211,48.8476068997301,Bailly-Romainvilliers Mairie,77018,Bailly-Romainvilliers,carpool,Aire de covoiturage,POINT (2.8239211 48.8476068997301),19698
1,2.8239211,48.8476068997301,Bailly-Romainvilliers Mairie,77018,Bailly-Romainvilliers,carpool,Aire de covoiturage,POINT (2.8239211 48.8476068997301),19699
1,2.8239211,48.8476068997301,Bailly-Romainvilliers Mairie,77018,Bailly-Romainvilliers,carpool,Aire de covoiturage,POINT (2.8239211 48.8476068997301),19825
2,2.9205881,48.9120337997141,Boutigny,77049,Boutigny,carpool,Aire de covoiturage,POINT (2.9205881 48.9120337997141),20826
2,2.9205881,48.9120337997141,Boutigny,77049,Boutigny,carpool,Aire de covoiturage,POINT (2.9205881 48.9120337997141),20951
2,2.9205881,48.9120337997141,Boutigny,77049,Boutigny,carpool,Aire de covoiturage,POINT (2.9205881 48.9120337997141),20952
2,2.9205881,48.9120337997141,Boutigny,77049,Boutigny,carpool,Aire de covoiturage,POINT (2.9205881 48.9120337997141),21077
2,2.9205881,48.9120337997141,Boutigny,77049,Boutigny,carpool,Aire de covoiturage,POINT (2.9205881 48.9120337997141),21078
3,2.7087009,48.8371614997327,Bussy RER,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.7087009 48.8371614997327),17936
3,2.7087009,48.8371614997327,Bussy RER,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.7087009 48.8371614997327),18061
3,2.7087009,48.8371614997327,Bussy RER,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.7087009 48.8371614997327),18062
3,2.7087009,48.8371614997327,Bussy RER,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.7087009 48.8371614997327),18188
4,2.7079749,48.8390570997322,Conservatoire Bach,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.7079749 48.8390570997322),17935
4,2.7079749,48.8390570997322,Conservatoire Bach,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.7079749 48.8390570997322),17936
4,2.7079749,48.8390570997322,Conservatoire Bach,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.7079749 48.8390570997322),18061
4,2.7079749,48.8390570997322,Conservatoire Bach,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.7079749 48.8390570997322),18062
4,2.7079749,48.8390570997322,Conservatoire Bach,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.7079749 48.8390570997322),18188
5,2.7241316,48.8308332997343,ZAE Gustave Eiffel,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.7241316 48.8308332997343),18188
5,2.7241316,48.8308332997343,ZAE Gustave Eiffel,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.7241316 48.8308332997343),18189
5,2.7241316,48.8308332997343,ZAE Gustave Eiffel,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.7241316 48.8308332997343),18314
5,2.7241316,48.8308332997343,ZAE Gustave Eiffel,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.7241316 48.8308332997343),18315
6,2.6998031,48.8339044997335,ZAE Léonard de Vinci,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.6998031 48.8339044997335),17810
6,2.6998031,48.8339044997335,ZAE Léonard de Vinci,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.6998031 48.8339044997335),17811
6,2.6998031,48.8339044997335,ZAE Léonard de Vinci,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.6998031 48.8339044997335),17936
6,2.6998031,48.8339044997335,ZAE Léonard de Vinci,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.6998031 48.8339044997335),17937
6,2.6998031,48.8339044997335,ZAE Léonard de Vinci,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.6998031 48.8339044997335),18062
7,2.7192286,48.8392380997322,Lycée Martin Luther King,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.7192286 48.8392380997322),18061
7,2.7192286,48.8392380997322,Lycée Martin Luther King,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.7192286 48.8392380997322),18062
7,2.7192286,48.8392380997322,Lycée Martin Luther King,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.7192286 48.8392380997322),18187
7,2.7192286,48.8392380997322,Lycée Martin Luther King,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.7192286 48.8392380997322),18188
7,2.7192286,48.8392380997322,Lycée Martin Luther King,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.7192286 48.8392380997322),18314
8,2.737388,48.8446461997309,Collège Claude Monet,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.737388 48.8446461997309),18313
8,2.737388,48.8446461997309,Collège Claude Monet,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.737388 48.8446461997309),18439
8,2.737388,48.8446461997309,Collège Claude Monet,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.737388 48.8446461997309),18440
8,2.737388,48.8446461997309,Collège Claude Monet,77058,Bussy-Saint-Georges,carpool,Aire de covoiturage,POINT (2.737388 48.8446461997309),18565
9,2.7061826,48.8991806997173,Carnetin - Mairie,77062,Carnetin,carpool,Aire de covoiturage,POINT (2.7061826 48.8991806997173),17803
9,2.7061826,48.8991806997173,Carnetin - Mairie,77062,Carnetin,carpool,Aire de covoiturage,POINT (2.7061826 48.8991806997173),17929
9,2.7061826,48.8991806997173,Carnetin - Mairie,77062,Carnetin,carpool,Aire de covoiturage,POINT (2.7061826 48.8991806997173),17930
9,2.7061826,48.8991806997173,Carnetin - Mairie,77062,Carnetin,carpool,Aire de covoiturage,POINT (2.7061826 48.8991806997173),18055
9,2.7061826,48.8991806997173,Carnetin - Mairie,77062,Carnetin,carpool,Aire de covoiturage,POINT (2.7061826 48.8991806997173),18056
10,2.5217942,48.4572162998267,Parking covoiturage de Cély-en-Bière,77065,Cély,carpool,Aire de covoiturage,POINT (2.5217942 48.4572162998267),15332
10,2.5217942,48.4572162998267,Parking covoiturage de Cély-en-Bière,77065,Cély,carpool,Aire de covoiturage,POINT (2.5217942 48.4572162998267),15333
10,2.5217942,48.4572162998267,Parking covoiturage de Cély-en-Bière,77065,Cély,carpool,Aire de covoiturage,POINT (2.5217942 48.4572162998267),15458
10,2.5217942,48.4572162998267,Parking covoiturage de Cély-en-Bière,77065,Cély,carpool,Aire de covoiturage,POINT (2.5217942 48.4572162998267),15459
10,2.5217942,48.4572162998267,Parking covoiturage de Cély-en-Bière,77065,Cély,carpool,Aire de covoiturage,POINT (2.5217942 48.4572162998267),15584
11,2.5860124,48.8425012997314,Bienvenüe,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5860124 48.8425012997314),16171
11,2.5860124,48.8425012997314,Bienvenüe,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5860124 48.8425012997314),16172
11,2.5860124,48.8425012997314,Bienvenüe,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5860124 48.8425012997314),16297
11,2.5860124,48.8425012997314,Bienvenüe,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5860124 48.8425012997314),16298
11,2.5860124,48.8425012997314,Bienvenüe,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5860124 48.8425012997314),16423
11,2.5860124,48.8425012997314,Bienvenüe,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5860124 48.8425012997314),16424
12,2.5858232,48.8387931997323,Copernic,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5858232 48.8387931997323),16172
12,2.5858232,48.8387931997323,Copernic,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5858232 48.8387931997323),16297
12,2.5858232,48.8387931997323,Copernic,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5858232 48.8387931997323),16298
12,2.5858232,48.8387931997323,Copernic,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5858232 48.8387931997323),16424
13,2.5895683,48.8352054997332,Einstein,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5895683 48.8352054997332),16172
13,2.5895683,48.8352054997332,Einstein,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5895683 48.8352054997332),16298
13,2.5895683,48.8352054997332,Einstein,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5895683 48.8352054997332),16299
13,2.5895683,48.8352054997332,Einstein,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5895683 48.8352054997332),16424
13,2.5895683,48.8352054997332,Einstein,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5895683 48.8352054997332),16425
14,2.5929029,48.8375776997326,Galilée - Bois de l'Étang,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5929029 48.8375776997326),16298
14,2.5929029,48.8375776997326,Galilée - Bois de l'Étang,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5929029 48.8375776997326),16423
14,2.5929029,48.8375776997326,Galilée - Bois de l'Étang,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5929029 48.8375776997326),16424
14,2.5929029,48.8375776997326,Galilée - Bois de l'Étang,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5929029 48.8375776997326),16550
15,2.5912731,48.8555008997282,CSTB,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5912731 48.8555008997282),16296
15,2.5912731,48.8555008997282,CSTB,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5912731 48.8555008997282),16421
15,2.5912731,48.8555008997282,CSTB,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5912731 48.8555008997282),16422
15,2.5912731,48.8555008997282,CSTB,77083,Champs-sur-Marne,carpool,Aire de covoiturage,POINT (2.5912731 48.8555008997282),16548
16,2.7433644,48.8558337997281,ZAE des Gassets,77085,Chanteloup-en-Brie,carpool,Aire de covoiturage,POINT (2.7433644 48.8558337997281),18437
16,2.7433644,48.8558337997281,ZAE des Gassets,77085,Chanteloup-en-Brie,carpool,Aire de covoiturage,POINT (2.7433644 48.8558337997281),18438
16,2.7433644,48.8558337997281,ZAE des Gassets,77085,Chanteloup-en-Brie,carpool,Aire de covoiturage,POINT (2.7433644 48.8558337997281),18563
16,2.7433644,48.8558337997281,ZAE des Gassets,77085,Chanteloup-en-Brie,carpool,Aire de covoiturage,POINT (2.7433644 48.8558337997281),18564
16,2.7433644,48.8558337997281,ZAE des Gassets,77085,Chanteloup-en-Brie,carpool,Aire de covoiturage,POINT (2.7433644 48.8558337997281),18690
17,2.771648,48.8546973997284,Montévrain RER,77111,Chessy,carpool,Aire de covoiturage,POINT (2.771648 48.8546973997284),18816
17,2.771648,48.8546973997284,Montévrain RER,77111,Chessy,carpool,Aire de covoiturage,POINT (2.771648 48.8546973997284),18942
17,2.771648,48.8546973997284,Montévrain RER,77111,Chessy,carpool,Aire de covoiturage,POINT (2.771648 48.8546973997284),18943
17,2.771648,48.8546973997284,Montévrain RER,77111,Chessy,carpool,Aire de covoiturage,POINT (2.771648 48.8546973997284),19068
18,2.7661843,48.8797057997222,Chessy Centre,77111,Chessy,carpool,Aire de covoiturage,POINT (2.7661843 48.8797057997222),18687
18,2.7661843,48.8797057997222,Chessy Centre,77111,Chessy,carpool,Aire de covoiturage,POINT (2.7661843 48.8797057997222),18813
18,2.7661843,48.8797057997222,Chessy Centre,77111,Chessy,carpool,Aire de covoiturage,POINT (2.7661843 48.8797057997222),18814
18,2.7661843,48.8797057997222,Chessy Centre,77111,Chessy,carpool,Aire de covoiturage,POINT (2.7661843 48.8797057997222),18939
18,2.7661843,48.8797057997222,Chessy Centre,77111,Chessy,carpool,Aire de covoiturage,POINT (2.7661843 48.8797057997222),18940
19,2.7837187,48.8717158997241,Missing,77111,Chessy,carpool,Aire de covoiturage,POINT (2.7837187 48.8717158997241),18940
19,2.7837187,48.8717158997241,Missing,77111,Chessy,carpool,Aire de covoiturage,POINT (2.7837187 48.8717158997241),19066
19,2.7837187,48.8717158997241,Missing,77111,Chessy,carpool,Aire de covoiturage,POINT (2.7837187 48.8717158997241),19067
19,2.7837187,48.8717158997241,Missing,77111,Chessy,carpool,Aire de covoiturage,POINT (2.7837187 48.8717158997241),19192
20,2.6777077,48.8259328997355,ZAE de Lamirault,77121,Collégien,carpool,Aire de covoiturage,POINT (2.6777077 48.8259328997355),17433
20,2.6777077,48.8259328997355,ZAE de Lamirault,77121,Collégien,carpool,Aire de covoiturage,POINT (2.6777077 48.8259328997355),17559
20,2.6777077,48.8259328997355,ZAE de Lamirault,77121,Collégien,carpool,Aire de covoiturage,POINT (2.6777077 48.8259328997355),17560
20,2.6777077,48.8259328997355,ZAE de Lamirault,77121,Collégien,carpool,Aire de covoiturage,POINT (2.6777077 48.8259328997355),17685
20,2.6777077,48.8259328997355,ZAE de Lamirault,77121,Collégien,carpool,Aire de covoiturage,POINT (2.6777077 48.8259328997355),17686
21,2.6792838,48.8284518997349,ZAE des Portes de la Forêt,77121,Collégien,carpool,Aire de covoiturage,POINT (2.6792838 48.8284518997349),17433
21,2.6792838,48.8284518997349,ZAE des Portes de la Forêt,77121,Collégien,carpool,Aire de covoiturage,POINT (2.6792838 48.8284518997349),17558
21,2.6792838,48.8284518997349,ZAE des Portes de la Forêt,77121,Collégien,carpool,Aire de covoiturage,POINT (2.6792838 48.8284518997349),17559
21,2.6792838,48.8284518997349,ZAE des Portes de la Forêt,77121,Collégien,carpool,Aire de covoiturage,POINT (2.6792838 48.8284518997349),17685
22,2.6483557,48.8270207997352,Lions de Beaubourg,77146,Croissy-Beaubourg,carpool,Aire de covoiturage,POINT (2.6483557 48.8270207997352),17055
22,2.6483557,48.8270207997352,Lions de Beaubourg,77146,Croissy-Beaubourg,carpool,Aire de covoiturage,POINT (2.6483557 48.8270207997352),17181
22,2.6483557,48.8270207997352,Lions de Beaubourg,77146,Croissy-Beaubourg,carpool,Aire de covoiturage,POINT (2.6483557 48.8270207997352),17182
22,2.6483557,48.8270207997352,Lions de Beaubourg,77146,Croissy-Beaubourg,carpool,Aire de covoiturage,POINT (2.6483557 48.8270207997352),17307
23,2.6446388,48.8214655997366,Parc de Beaubourg,77146,Croissy-Beaubourg,carpool,Aire de covoiturage,POINT (2.6446388 48.8214655997366),17055
23,2.6446388,48.8214655997366,Parc de Beaubourg,77146,Croissy-Beaubourg,carpool,Aire de covoiturage,POINT (2.6446388 48.8214655997366),17056
23,2.6446388,48.8214655997366,Parc de Beaubourg,77146,Croissy-Beaubourg,carpool,Aire de covoiturage,POINT (2.6446388 48.8214655997366),17181
23,2.6446388,48.8214655997366,Parc de Beaubourg,77146,Croissy-Beaubourg,carpool,Aire de covoiturage,POINT (2.6446388 48.8214655997366),17182
23,2.6446388,48.8214655997366,Parc de Beaubourg,77146,Croissy-Beaubourg,carpool,Aire de covoiturage,POINT (2.6446388 48.8214655997366),17308
24,3.1583065,49.0138408996889,A4 - Dhuisy,77157,Dhuisy,carpool,Aire de covoiturage,POINT (3.1583065 49.0138408996889),24216
24,3.1583065,49.0138408996889,A4 - Dhuisy,77157,Dhuisy,carpool,Aire de covoiturage,POINT (3.1583065 49.0138408996889),24217
24,3.1583065,49.0138408996889,A4 - Dhuisy,77157,Dhuisy,carpool,Aire de covoiturage,POINT (3.1583065 49.0138408996889),24342
24,3.1583065,49.0138408996889,A4 - Dhuisy,77157,Dhuisy,carpool,Aire de covoiturage,POINT (3.1583065 49.0138408996889),24343
24,3.1583065,49.0138408996889,A4 - Dhuisy,77157,Dhuisy,carpool,Aire de covoiturage,POINT (3.1583065 49.0138408996889),24468
25,2.8607794,48.5041950998151,Missing,77165,Les Écrennes,carpool,Aire de covoiturage,POINT (2.8607794 48.5041950998151),20115
25,2.8607794,48.5041950998151,Missing,77165,Les Écrennes,carpool,Aire de covoiturage,POINT (2.8607794 48.5041950998151),20241
25,2.8607794,48.5041950998151,Missing,77165,Les Écrennes,carpool,Aire de covoiturage,POINT (2.8607794 48.5041950998151),20242
25,2.8607794,48.5041950998151,Missing,77165,Les Écrennes,carpool,Aire de covoiturage,POINT (2.8607794 48.5041950998151),20367
26,2.6181186,48.8067829997402,Émerainville RER,77169,Émerainville,carpool,Aire de covoiturage,POINT (2.6181186 48.8067829997402),16679
26,2.6181186,48.8067829997402,Émerainville RER,77169,Émerainville,carpool,Aire de covoiturage,POINT (2.6181186 48.8067829997402),16680
26,2.6181186,48.8067829997402,Émerainville RER,77169,Émerainville,carpool,Aire de covoiturage,POINT (2.6181186 48.8067829997402),16805
26,2.6181186,48.8067829997402,Émerainville RER,77169,Émerainville,carpool,Aire de covoiturage,POINT (2.6181186 48.8067829997402),16806
26,2.6181186,48.8067829997402,Émerainville RER,77169,Émerainville,carpool,Aire de covoiturage,POINT (2.6181186 48.8067829997402),16931
27,2.6219398,48.811574299739,Émerainville - Mairie,77169,Émerainville,carpool,Aire de covoiturage,POINT (2.6219398 48.811574299739),16679
27,2.6219398,48.811574299739,Émerainville - Mairie,77169,Émerainville,carpool,Aire de covoiturage,POINT (2.6219398 48.811574299739),16804
27,2.6219398,48.811574299739,Émerainville - Mairie,77169,Émerainville,carpool,Aire de covoiturage,POINT (2.6219398 48.811574299739),16805
27,2.6219398,48.811574299739,Émerainville - Mairie,77169,Émerainville,carpool,Aire de covoiturage,POINT (2.6219398 48.811574299739),16931
28,2.9874106,48.835936399733,Saint Blandin,77219,Guérard,carpool,Aire de covoiturage,POINT (2.9874106 48.835936399733),21842
28,2.9874106,48.835936399733,Saint Blandin,77219,Guérard,carpool,Aire de covoiturage,POINT (2.9874106 48.835936399733),21968
28,2.9874106,48.835936399733,Saint Blandin,77219,Guérard,carpool,Aire de covoiturage,POINT (2.9874106 48.835936399733),21969
28,2.9874106,48.835936399733,Saint Blandin,77219,Guérard,carpool,Aire de covoiturage,POINT (2.9874106 48.835936399733),22094
29,2.7154925,48.852080699729,Clos Charon,77221,Guermantes,carpool,Aire de covoiturage,POINT (2.7154925 48.852080699729),18060
29,2.7154925,48.852080699729,Clos Charon,77221,Guermantes,carpool,Aire de covoiturage,POINT (2.7154925 48.852080699729),18061
29,2.7154925,48.852080699729,Clos Charon,77221,Guermantes,carpool,Aire de covoiturage,POINT (2.7154925 48.852080699729),18186
29,2.7154925,48.852080699729,Clos Charon,77221,Guermantes,carpool,Aire de covoiturage,POINT (2.7154925 48.852080699729),18187
30,2.7344175,48.9143740997136,Base de Loisirs de Jablines,77234,Jablines,carpool,Aire de covoiturage,POINT (2.7344175 48.9143740997136),18305
30,2.7344175,48.9143740997136,Base de Loisirs de Jablines,77234,Jablines,carpool,Aire de covoiturage,POINT (2.7344175 48.9143740997136),18306
30,2.7344175,48.9143740997136,Base de Loisirs de Jablines,77234,Jablines,carpool,Aire de covoiturage,POINT (2.7344175 48.9143740997136),18431
30,2.7344175,48.9143740997136,Base de Loisirs de Jablines,77234,Jablines,carpool,Aire de covoiturage,POINT (2.7344175 48.9143740997136),18432
30,2.7344175,48.9143740997136,Base de Loisirs de Jablines,77234,Jablines,carpool,Aire de covoiturage,POINT (2.7344175 48.9143740997136),18557
31,2.7690791,48.8502800997295,Hôpital Jossigny,77237,Jossigny,carpool,Aire de covoiturage,POINT (2.7690791 48.8502800997295),18816
31,2.7690791,48.8502800997295,Hôpital Jossigny,77237,Jossigny,carpool,Aire de covoiturage,POINT (2.7690791 48.8502800997295),18817
31,2.7690791,48.8502800997295,Hôpital Jossigny,77237,Jossigny,carpool,Aire de covoiturage,POINT (2.7690791 48.8502800997295),18942
31,2.7690791,48.8502800997295,Hôpital Jossigny,77237,Jossigny,carpool,Aire de covoiturage,POINT (2.7690791 48.8502800997295),18943
32,2.7538647,48.8379833997325,Jossigny Centre,77237,Jossigny,carpool,Aire de covoiturage,POINT (2.7538647 48.8379833997325),18566
32,2.7538647,48.8379833997325,Jossigny Centre,77237,Jossigny,carpool,Aire de covoiturage,POINT (2.7538647 48.8379833997325),18691
32,2.7538647,48.8379833997325,Jossigny Centre,77237,Jossigny,carpool,Aire de covoiturage,POINT (2.7538647 48.8379833997325),18692
32,2.7538647,48.8379833997325,Jossigny Centre,77237,Jossigny,carpool,Aire de covoiturage,POINT (2.7538647 48.8379833997325),18818
33,2.7218763,48.8744051997235,Orly Parc,77243,Lagny-sur-Marne,carpool,Aire de covoiturage,POINT (2.7218763 48.8744051997235),18058
33,2.7218763,48.8744051997235,Orly Parc,77243,Lagny-sur-Marne,carpool,Aire de covoiturage,POINT (2.7218763 48.8744051997235),18183
33,2.7218763,48.8744051997235,Orly Parc,77243,Lagny-sur-Marne,carpool,Aire de covoiturage,POINT (2.7218763 48.8744051997235),18184
33,2.7218763,48.8744051997235,Orly Parc,77243,Lagny-sur-Marne,carpool,Aire de covoiturage,POINT (2.7218763 48.8744051997235),18309
33,2.7218763,48.8744051997235,Orly Parc,77243,Lagny-sur-Marne,carpool,Aire de covoiturage,POINT (2.7218763 48.8744051997235),18310
34,2.7196933,48.8668796997253,Lycée Van Dongen,77243,Lagny-sur-Marne,carpool,Aire de covoiturage,POINT (2.7196933 48.8668796997253),18058
34,2.7196933,48.8668796997253,Lycée Van Dongen,77243,Lagny-sur-Marne,carpool,Aire de covoiturage,POINT (2.7196933 48.8668796997253),18059
34,2.7196933,48.8668796997253,Lycée Van Dongen,77243,Lagny-sur-Marne,carpool,Aire de covoiturage,POINT (2.7196933 48.8668796997253),18184
34,2.7196933,48.8668796997253,Lycée Van Dongen,77243,Lagny-sur-Marne,carpool,Aire de covoiturage,POINT (2.7196933 48.8668796997253),18185
34,2.7196933,48.8668796997253,Lycée Van Dongen,77243,Lagny-sur-Marne,carpool,Aire de covoiturage,POINT (2.7196933 48.8668796997253),18310
34,2.7196933,48.8668796997253,Lycée Van Dongen,77243,Lagny-sur-Marne,carpool,Aire de covoiturage,POINT (2.7196933 48.8668796997253),18311
35,2.7073947,48.8671101997253,Collège des Quatre Arpents,77243,Lagny-sur-Marne,carpool,Aire de covoiturage,POINT (2.7073947 48.8671101997253),17932
35,2.7073947,48.8671101997253,Collège des Quatre Arpents,77243,Lagny-sur-Marne,carpool,Aire de covoiturage,POINT (2.7073947 48.8671101997253),17933
35,2.7073947,48.8671101997253,Collège des Quatre Arpents,77243,Lagny-sur-Marne,carpool,Aire de covoiturage,POINT (2.7073947 48.8671101997253),18058
35,2.7073947,48.8671101997253,Collège des Quatre Arpents,77243,Lagny-sur-Marne,carpool,Aire de covoiturage,POINT (2.7073947 48.8671101997253),18059
35,2.7073947,48.8671101997253,Collège des Quatre Arpents,77243,Lagny-sur-Marne,carpool,Aire de covoiturage,POINT (2.7073947 48.8671101997253),18185
36,2.7059037,48.8771801997228,Lagny Centre,77243,Lagny-sur-Marne,carpool,Aire de covoiturage,POINT (2.7059037 48.8771801997228),17931
36,2.7059037,48.8771801997228,Lagny Centre,77243,Lagny-sur-Marne,carpool,Aire de covoiturage,POINT (2.7059037 48.8771801997228),17932
36,2.7059037,48.8771801997228,Lagny Centre,77243,Lagny-sur-Marne,carpool,Aire de covoiturage,POINT (2.7059037 48.8771801997228),18057
36,2.7059037,48.8771801997228,Lagny Centre,77243,Lagny-sur-Marne,carpool,Aire de covoiturage,POINT (2.7059037 48.8771801997228),18058
37,2.6145708,48.747402399755,Lesigny,77249,Lésigny,carpool,Aire de covoiturage,POINT (2.6145708 48.747402399755),16560
37,2.6145708,48.747402399755,Lesigny,77249,Lésigny,carpool,Aire de covoiturage,POINT (2.6145708 48.747402399755),16685
37,2.6145708,48.747402399755,Lesigny,77249,Lésigny,carpool,Aire de covoiturage,POINT (2.6145708 48.747402399755),16686
37,2.6145708,48.747402399755,Lesigny,77249,Lésigny,carpool,Aire de covoiturage,POINT (2.6145708 48.747402399755),16812
38,2.6258951,48.8252936997357,Pariest Courcerin,77258,Lognes,carpool,Aire de covoiturage,POINT (2.6258951 48.8252936997357),16803
38,2.6258951,48.8252936997357,Pariest Courcerin,77258,Lognes,carpool,Aire de covoiturage,POINT (2.6258951 48.8252936997357),16804
38,2.6258951,48.8252936997357,Pariest Courcerin,77258,Lognes,carpool,Aire de covoiturage,POINT (2.6258951 48.8252936997357),16929
